Nombre;Cuit;Especialidad;Planes;Email;Telefono;Direccion;Provincia;localidad;CP;Habilitado;codificada
HOSPITAL PRIVADO DE COMUNIDAD (FMMP);30546125501;DIABETOLOGIA;OSMISS-200;hpc.org.ar@gmail.com;+54223 4990000;Córdoba 4545, Mar del Plata;Buenos Aires;MAR DEL PLATA;7602;Si;NO
HOSPITAL PRIVADO DE COMUNIDAD (FMMP);30546125501;DIAGNOSTICO POR IMAGENES;OSMISS-200;hpc.org.ar@gmail.com;+54223 4990000;Córdoba 4545, Mar del Plata;Buenos Aires;MAR DEL PLATA;7602;Si;NO
HOSPITAL PRIVADO DE COMUNIDAD (FMMP);30546125501;ECOGRAFIA GINECOLOGICA;OSMISS-200;hpc.org.ar@gmail.com;+54223 4990000;Córdoba 4545, Mar del Plata;Buenos Aires;MAR DEL PLATA;7602;Si;NO
HOSPITAL PRIVADO DE COMUNIDAD (FMMP);30546125501;ENDOCRINOLOGIA;OSMISS-200;hpc.org.ar@gmail.com;+54223 4990000;Córdoba 4545, Mar del Plata;Buenos Aires;MAR DEL PLATA;7602;Si;NO
HOSPITAL PRIVADO DE COMUNIDAD (FMMP);30546125501;FLEBOLOGIA;OSMISS-200;hpc.org.ar@gmail.com;+54223 4990000;Córdoba 4545, Mar del Plata;Buenos Aires;MAR DEL PLATA;7602;Si;NO
HOSPITAL PRIVADO DE COMUNIDAD (FMMP);30546125501;GASTROENTEROLOGIA;OSMISS-200;hpc.org.ar@gmail.com;+54223 4990000;Córdoba 4545, Mar del Plata;Buenos Aires;MAR DEL PLATA;7602;Si;NO
HOSPITAL PRIVADO DE COMUNIDAD (FMMP);30546125501;GINECOLOGIA;OSMISS-200;hpc.org.ar@gmail.com;+54223 4990000;Córdoba 4545, Mar del Plata;Buenos Aires;MAR DEL PLATA;7602;Si;NO
HOSPITAL PRIVADO DE COMUNIDAD (FMMP);30546125501;GUARDIA GENERAL;OSMISS-200;hpc.org.ar@gmail.com;+54223 4990000;Córdoba 4545, Mar del Plata;Buenos Aires;MAR DEL PLATA;7602;Si;NO
HOSPITAL PRIVADO DE COMUNIDAD (FMMP);30546125501;GUARDIA TRAUMATOLOGICA;OSMISS-200;hpc.org.ar@gmail.com;+54223 4990000;Córdoba 4545, Mar del Plata;Buenos Aires;MAR DEL PLATA;7602;Si;NO
HOSPITAL PRIVADO DE COMUNIDAD (FMMP);30546125501;HEMATOLOGIA;OSMISS-200;hpc.org.ar@gmail.com;+54223 4990000;Córdoba 4545, Mar del Plata;Buenos Aires;MAR DEL PLATA;7602;Si;NO
HOSPITAL PRIVADO DE COMUNIDAD (FMMP);30546125501;LABORATORIO;OSMISS-200;hpc.org.ar@gmail.com;+54223 4990000;Córdoba 4545, Mar del Plata;Buenos Aires;MAR DEL PLATA;7602;Si;NO
HOSPITAL PRIVADO DE COMUNIDAD (FMMP);30546125501;MAMOGRAFIA;OSMISS-200;hpc.org.ar@gmail.com;+54223 4990000;Córdoba 4545, Mar del Plata;Buenos Aires;MAR DEL PLATA;7602;Si;NO
HOSPITAL PRIVADO DE COMUNIDAD (FMMP);30546125501;NEFROLOGIA;OSMISS-200;hpc.org.ar@gmail.com;+54223 4990000;Córdoba 4545, Mar del Plata;Buenos Aires;MAR DEL PLATA;7602;Si;NO
HOSPITAL PRIVADO DE COMUNIDAD (FMMP);30546125501;NEUROLOGIA;OSMISS-200;hpc.org.ar@gmail.com;+54223 4990000;Córdoba 4545, Mar del Plata;Buenos Aires;MAR DEL PLATA;7602;Si;NO
HOSPITAL PRIVADO DE COMUNIDAD (FMMP);30546125501;NUTRICION;OSMISS-200;hpc.org.ar@gmail.com;+54223 4990000;Córdoba 4545, Mar del Plata;Buenos Aires;MAR DEL PLATA;7602;Si;NO
HOSPITAL PRIVADO DE COMUNIDAD (FMMP);30546125501;OBSTETRICIA;OSMISS-200;hpc.org.ar@gmail.com;+54223 4990000;Córdoba 4545, Mar del Plata;Buenos Aires;MAR DEL PLATA;7602;Si;NO
HOSPITAL PRIVADO DE COMUNIDAD (FMMP);30546125501;PATOLOGIA MAMARIA;OSMISS-200;hpc.org.ar@gmail.com;+54223 4990000;Córdoba 4545, Mar del Plata;Buenos Aires;MAR DEL PLATA;7602;Si;NO
HOSPITAL PRIVADO DE COMUNIDAD (FMMP);30546125501;PEDIATRIA;OSMISS-200;hpc.org.ar@gmail.com;+54223 4990000;Córdoba 4545, Mar del Plata;Buenos Aires;MAR DEL PLATA;7602;Si;NO
HOSPITAL PRIVADO DE COMUNIDAD (FMMP);30546125501;PROCTOLOGIA;OSMISS-200;hpc.org.ar@gmail.com;+54223 4990000;Córdoba 4545, Mar del Plata;Buenos Aires;MAR DEL PLATA;7602;Si;NO
HOSPITAL PRIVADO DE COMUNIDAD (FMMP);30546125501;REUMATOLOGIA;OSMISS-200;hpc.org.ar@gmail.com;+54223 4990000;Córdoba 4545, Mar del Plata;Buenos Aires;MAR DEL PLATA;7602;Si;NO
HOSPITAL PRIVADO DE COMUNIDAD (FMMP);30546125501;UROLOGIA;OSMISS-200;hpc.org.ar@gmail.com;+54223 4990000;Córdoba 4545, Mar del Plata;Buenos Aires;MAR DEL PLATA;7602;Si;NO
HOSPITAL PRIVADO DUHAU - PLAN 150;30545850474;GUARDIA OTORRINOLARINGOLOGIA;OSMISS-150;duhau@demo.com;2120-1600;Gral. Lavalle 2066, José C. Paz;Buenos Aires;JOSE C. PAZ;1665;Si;NO
HOSPITAL PRIVADO DUHAU - PLAN 150;30545850474;LABORATORIO;OSMISS-150;duhau@demo.com;2120-1600;Gral. Lavalle 2066, José C. Paz;Buenos Aires;JOSE C. PAZ;1665;Si;NO
HOSPITAL PRIVADO DUHAU - PLAN 200;30045850474;CIRUGIA GENERAL;OSMISS-200;;2120-1600;Gral. Lavalle 2066, José C. Paz;Buenos Aires;JOSE C. PAZ;1665;Si;NO
HOSPITAL PRIVADO DUHAU - PLAN 200;30045850474;CLINICA MEDICA;OSMISS-200;;2120-1600;Gral. Lavalle 2066, José C. Paz;Buenos Aires;JOSE C. PAZ;1665;Si;NO
HOSPITAL PRIVADO DUHAU - PLAN 200;30045850474;CLINICAS Y SANATORIOS DE INTERNACION;OSMISS-200;;2120-1600;Gral. Lavalle 2066, José C. Paz;Buenos Aires;JOSE C. PAZ;1665;Si;NO
HOSPITAL PRIVADO DUHAU - PLAN 200;30045850474;DIAGNOSTICO POR IMAGENES;OSMISS-200;;2120-1600;Gral. Lavalle 2066, José C. Paz;Buenos Aires;JOSE C. PAZ;1665;Si;NO
HOSPITAL PRIVADO DUHAU - PLAN 200;30045850474;ECOGRAFIA GENERAL;OSMISS-200;;2120-1600;Gral. Lavalle 2066, José C. Paz;Buenos Aires;JOSE C. PAZ;1665;Si;NO
HOSPITAL PRIVADO DUHAU - PLAN 200;30045850474;GUARDIA GENERAL;OSMISS-200;;2120-1600;Gral. Lavalle 2066, José C. Paz;Buenos Aires;JOSE C. PAZ;1665;Si;NO
HOSPITAL PRIVADO DUHAU - PLAN 200;30045850474;GUARDIA OTORRINOLARINGOLOGIA;OSMISS-200;;2120-1600;Gral. Lavalle 2066, José C. Paz;Buenos Aires;JOSE C. PAZ;1665;Si;NO
HOSPITAL PRIVADO DUHAU - PLAN 200;30045850474;LABORATORIO;OSMISS-200;;2120-1600;Gral. Lavalle 2066, José C. Paz;Buenos Aires;JOSE C. PAZ;1665;Si;NO
HOSPITAL PRIVADO MARIANO MORENO - PLAN 150;30546106396;ANATOMIA PATOLOGICA;OSMISS-150;;0237-463-5000;Uruguay 146, Moreno;Buenos Aires;MORENO;1744;Si;NO
HOSPITAL PRIVADO MARIANO MORENO - PLAN 150;30546106396;CARDIOLOGIA;OSMISS-150;;0237-463-5000;Uruguay 146, Moreno;Buenos Aires;MORENO;1744;Si;NO
HOSPITAL PRIVADO MARIANO MORENO - PLAN 150;30546106396;CIRUGIA DE TORAX;OSMISS-150;;0237-463-5000;Uruguay 146, Moreno;Buenos Aires;MORENO;1744;Si;NO
HOSPITAL PRIVADO MARIANO MORENO - PLAN 150;30546106396;CIRUGIA GENERAL;OSMISS-150;;0237-463-5000;Uruguay 146, Moreno;Buenos Aires;MORENO;1744;Si;NO
HOSPITAL PRIVADO MARIANO MORENO - PLAN 150;30546106396;CIRUGIA VASCULAR PERIFERICA;OSMISS-150;;0237-463-5000;Uruguay 146, Moreno;Buenos Aires;MORENO;1744;Si;NO
HOSPITAL PRIVADO MARIANO MORENO - PLAN 150;30546106396;CLINICA MEDICA;OSMISS-150;;0237-463-5000;Uruguay 146, Moreno;Buenos Aires;MORENO;1744;Si;NO
HOSPITAL PRIVADO MARIANO MORENO - PLAN 150;30546106396;CLINICAS Y SANATORIOS DE INTERNACION;OSMISS-150;;0237-463-5000;Uruguay 146, Moreno;Buenos Aires;MORENO;1744;Si;NO
HOSPITAL PRIVADO MARIANO MORENO - PLAN 150;30546106396;DIAGNOSTICO POR IMAGENES;OSMISS-150;;0237-463-5000;Uruguay 146, Moreno;Buenos Aires;MORENO;1744;Si;NO
HOSPITAL PRIVADO MARIANO MORENO - PLAN 150;30546106396;ECOGRAFIA GENERAL;OSMISS-150;;0237-463-5000;Uruguay 146, Moreno;Buenos Aires;MORENO;1744;Si;NO
HOSPITAL PRIVADO MARIANO MORENO - PLAN 150;30546106396;GASTROENTEROLOGIA;OSMISS-150;;0237-463-5000;Uruguay 146, Moreno;Buenos Aires;MORENO;1744;Si;NO
HOSPITAL PRIVADO MARIANO MORENO - PLAN 150;30546106396;GUARDIA OTORRINOLARINGOLOGIA;OSMISS-150;;0237-463-5000;Uruguay 146, Moreno;Buenos Aires;MORENO;1744;Si;NO
HOSPITAL PRIVADO MARIANO MORENO - PLAN 150;30546106396;KINESIOLOGIA;OSMISS-150;;0237-463-5000;Uruguay 146, Moreno;Buenos Aires;MORENO;1744;Si;NO
HOSPITAL PRIVADO MARIANO MORENO - PLAN 150;30546106396;LABORATORIO;OSMISS-150;;0237-463-5000;Uruguay 146, Moreno;Buenos Aires;MORENO;1744;Si;NO
HOSPITAL PRIVADO MARIANO MORENO - PLAN 150;30546106396;NEUMONOLOGIA;OSMISS-150;;0237-463-5000;Uruguay 146, Moreno;Buenos Aires;MORENO;1744;Si;NO
HOSPITAL PRIVADO MARIANO MORENO - PLAN 150;30546106396;OBSTETRICIA;OSMISS-150;;0237-463-5000;Uruguay 146, Moreno;Buenos Aires;MORENO;1744;Si;NO
HOSPITAL PRIVADO MARIANO MORENO - PLAN 150;30546106396;ODONTOPEDIATRIA;OSMISS-150;;0237-463-5000;Uruguay 146, Moreno;Buenos Aires;MORENO;1744;Si;NO
HOSPITAL PRIVADO MARIANO MORENO - PLAN 200;30546106396;ANATOMIA PATOLOGICA;OSMISS-200;ab20@gmail.com;2374635000;Uruguay 146, Moreno;Buenos Aires;MORENO;1744;Si;NO
HOSPITAL PRIVADO MARIANO MORENO - PLAN 200;30546106396;CARDIOLOGIA;OSMISS-200;ab20@gmail.com;2374635000;Uruguay 146, Moreno;Buenos Aires;MORENO;1744;Si;NO
HOSPITAL PRIVADO MARIANO MORENO - PLAN 200;30546106396;CIRUGIA DE TORAX;OSMISS-200;ab20@gmail.com;2374635000;Uruguay 146, Moreno;Buenos Aires;MORENO;1744;Si;NO
HOSPITAL PRIVADO MARIANO MORENO - PLAN 200;30546106396;CIRUGIA GENERAL;OSMISS-200;ab20@gmail.com;2374635000;Uruguay 146, Moreno;Buenos Aires;MORENO;1744;Si;NO
HOSPITAL PRIVADO MARIANO MORENO - PLAN 200;30546106396;CIRUGIA VASCULAR PERIFERICA;OSMISS-200;ab20@gmail.com;2374635000;Uruguay 146, Moreno;Buenos Aires;MORENO;1744;Si;NO
HOSPITAL PRIVADO MARIANO MORENO - PLAN 200;30546106396;CLINICA MEDICA;OSMISS-200;ab20@gmail.com;2374635000;Uruguay 146, Moreno;Buenos Aires;MORENO;1744;Si;NO
HOSPITAL PRIVADO MARIANO MORENO - PLAN 200;30546106396;CLINICAS Y SANATORIOS DE INTERNACION;OSMISS-200;ab20@gmail.com;2374635000;Uruguay 146, Moreno;Buenos Aires;MORENO;1744;Si;NO
HOSPITAL PRIVADO MARIANO MORENO - PLAN 200;30546106396;DIAGNOSTICO POR IMAGENES;OSMISS-200;ab20@gmail.com;2374635000;Uruguay 146, Moreno;Buenos Aires;MORENO;1744;Si;NO
HOSPITAL PRIVADO MARIANO MORENO - PLAN 200;30546106396;ECOGRAFIA GENERAL;OSMISS-200;ab20@gmail.com;2374635000;Uruguay 146, Moreno;Buenos Aires;MORENO;1744;Si;NO
HOSPITAL PRIVADO MARIANO MORENO - PLAN 200;30546106396;GASTROENTEROLOGIA;OSMISS-200;ab20@gmail.com;2374635000;Uruguay 146, Moreno;Buenos Aires;MORENO;1744;Si;NO
HOSPITAL PRIVADO MARIANO MORENO - PLAN 200;30546106396;GUARDIA OTORRINOLARINGOLOGIA;OSMISS-200;ab20@gmail.com;2374635000;Uruguay 146, Moreno;Buenos Aires;MORENO;1744;Si;NO
HOSPITAL PRIVADO MARIANO MORENO - PLAN 200;30546106396;HEMATOLOGIA;OSMISS-200;ab20@gmail.com;2374635000;Uruguay 146, Moreno;Buenos Aires;MORENO;1744;Si;NO
HOSPITAL PRIVADO MARIANO MORENO - PLAN 200;30546106396;KINESIOLOGIA;OSMISS-200;ab20@gmail.com;2374635000;Uruguay 146, Moreno;Buenos Aires;MORENO;1744;Si;NO
HOSPITAL PRIVADO MARIANO MORENO - PLAN 200;30546106396;LABORATORIO;OSMISS-200;ab20@gmail.com;2374635000;Uruguay 146, Moreno;Buenos Aires;MORENO;1744;Si;NO
HOSPITAL PRIVADO MARIANO MORENO - PLAN 200;30546106396;NEUMONOLOGIA;OSMISS-200;ab20@gmail.com;2374635000;Uruguay 146, Moreno;Buenos Aires;MORENO;1744;Si;NO
HOSPITAL PRIVADO MARIANO MORENO - PLAN 200;30546106396;OBSTETRICIA;OSMISS-200;ab20@gmail.com;2374635000;Uruguay 146, Moreno;Buenos Aires;MORENO;1744;Si;NO
HOSPITAL PRIVADO MARIANO MORENO - PLAN 200;30546106396;ODONTOPEDIATRIA;OSMISS-200;ab20@gmail.com;2374635000;Uruguay 146, Moreno;Buenos Aires;MORENO;1744;Si;NO
HOSPITAL PRIVADO MARIANO MORENO 2 - PLAN 200;30546106396;ANATOMIA PATOLOGICA;OSMISS-200;ab21@gmail.com;2374635000;Uruguay 146, Moreno;Buenos Aires;MORENO;1744;Si;NO
HOSPITAL PRIVADO MARIANO MORENO 2 - PLAN 200;30546106396;CARDIOLOGIA;OSMISS-200;ab21@gmail.com;2374635000;Uruguay 146, Moreno;Buenos Aires;MORENO;1744;Si;NO
HOSPITAL PRIVADO MARIANO MORENO 2 - PLAN 200;30546106396;CIRUGIA DE TORAX;OSMISS-200;ab21@gmail.com;2374635000;Uruguay 146, Moreno;Buenos Aires;MORENO;1744;Si;NO
HOSPITAL PRIVADO MARIANO MORENO 2 - PLAN 200;30546106396;CIRUGIA GENERAL;OSMISS-200;ab21@gmail.com;2374635000;Uruguay 146, Moreno;Buenos Aires;MORENO;1744;Si;NO
HOSPITAL PRIVADO MARIANO MORENO 2 - PLAN 200;30546106396;CIRUGIA VASCULAR PERIFERICA;OSMISS-200;ab21@gmail.com;2374635000;Uruguay 146, Moreno;Buenos Aires;MORENO;1744;Si;NO
HOSPITAL PRIVADO MARIANO MORENO 2 - PLAN 200;30546106396;CLINICA MEDICA;OSMISS-200;ab21@gmail.com;2374635000;Uruguay 146, Moreno;Buenos Aires;MORENO;1744;Si;NO
HOSPITAL PRIVADO MARIANO MORENO 2 - PLAN 200;30546106396;CLINICAS Y SANATORIOS DE INTERNACION;OSMISS-200;ab21@gmail.com;2374635000;Uruguay 146, Moreno;Buenos Aires;MORENO;1744;Si;NO
HOSPITAL PRIVADO MARIANO MORENO 2 - PLAN 200;30546106396;DIAGNOSTICO POR IMAGENES;OSMISS-200;ab21@gmail.com;2374635000;Uruguay 146, Moreno;Buenos Aires;MORENO;1744;Si;NO
HOSPITAL PRIVADO MARIANO MORENO 2 - PLAN 200;30546106396;ECOGRAFIA GENERAL;OSMISS-200;ab21@gmail.com;2374635000;Uruguay 146, Moreno;Buenos Aires;MORENO;1744;Si;NO
HOSPITAL PRIVADO MARIANO MORENO 2 - PLAN 200;30546106396;GASTROENTEROLOGIA;OSMISS-200;ab21@gmail.com;2374635000;Uruguay 146, Moreno;Buenos Aires;MORENO;1744;Si;NO
HOSPITAL PRIVADO MARIANO MORENO 2 - PLAN 200;30546106396;GINECOLOGIA;OSMISS-200;ab21@gmail.com;2374635000;Uruguay 146, Moreno;Buenos Aires;MORENO;1744;Si;NO
HOSPITAL PRIVADO MARIANO MORENO 2 - PLAN 200;30546106396;GUARDIA GENERAL;OSMISS-200;ab21@gmail.com;2374635000;Uruguay 146, Moreno;Buenos Aires;MORENO;1744;Si;NO
HOSPITAL PRIVADO MARIANO MORENO 2 - PLAN 200;30546106396;HEMATOLOGIA;OSMISS-200;ab21@gmail.com;2374635000;Uruguay 146, Moreno;Buenos Aires;MORENO;1744;Si;NO
HOSPITAL PRIVADO MARIANO MORENO 2 - PLAN 200;30546106396;KINESIOLOGIA;OSMISS-200;ab21@gmail.com;2374635000;Uruguay 146, Moreno;Buenos Aires;MORENO;1744;Si;NO
HOSPITAL PRIVADO MARIANO MORENO 2 - PLAN 200;30546106396;LABORATORIO;OSMISS-200;ab21@gmail.com;2374635000;Uruguay 146, Moreno;Buenos Aires;MORENO;1744;Si;NO
HOSPITAL PRIVADO MARIANO MORENO 2 - PLAN 200;30546106396;NEUMONOLOGIA;OSMISS-200;ab21@gmail.com;2374635000;Uruguay 146, Moreno;Buenos Aires;MORENO;1744;Si;NO
HOSPITAL PRIVADO MARIANO MORENO 2 - PLAN 200;30546106396;OBSTETRICIA;OSMISS-200;ab21@gmail.com;2374635000;Uruguay 146, Moreno;Buenos Aires;MORENO;1744;Si;NO
HOSPITAL PRIVADO MARIANO MORENO 2 - PLAN 200;30546106396;OTORRINOLARINGOLOGIA;OSMISS-200;ab21@gmail.com;2374635000;Uruguay 146, Moreno;Buenos Aires;MORENO;1744;Si;NO
HOSPITAL PRIVADO MARIANO MORENO 2 - PLAN 200;30546106396;PEDIATRIA;OSMISS-200;ab21@gmail.com;2374635000;Uruguay 146, Moreno;Buenos Aires;MORENO;1744;Si;NO
HOSPITAL PRIVADO MARIANO MORENO 2 - PLAN 200;30546106396;TRAUMATOLOGIA Y ORTOPEDIA;OSMISS-200;ab21@gmail.com;2374635000;Uruguay 146, Moreno;Buenos Aires;MORENO;1744;Si;NO
HOSPITAL PRIVADO MODELO - PLAN 150;30545647520;ALERGIA E INMUNOLOGIA;OSMISS-150;;4796-3400 INT. 606-609-115 WHATSAPP:114194-0077;Julio Argentino Roca 1811, Vicente López;Buenos Aires;FLORIDA;1461;Si;NO
HOSPITAL PRIVADO MODELO - PLAN 150;30545647520;CARDIOLOGIA;OSMISS-150;;4796-3400 INT. 606-609-115 WHATSAPP:114194-0077;Julio Argentino Roca 1811, Vicente López;Buenos Aires;FLORIDA;1461;Si;NO
HOSPITAL PRIVADO MODELO - PLAN 150;30545647520;CIRUGIA CARDIOVASCULAR;OSMISS-150;;4796-3400 INT. 606-609-115 WHATSAPP:114194-0077;Julio Argentino Roca 1811, Vicente López;Buenos Aires;FLORIDA;1461;Si;NO
HOSPITAL PRIVADO MODELO - PLAN 150;30545647520;CIRUGIA CARDIOVASCULAR INFANTIL;OSMISS-150;;4796-3400 INT. 606-609-115 WHATSAPP:114194-0077;Julio Argentino Roca 1811, Vicente López;Buenos Aires;FLORIDA;1461;Si;NO
HOSPITAL PRIVADO MODELO - PLAN 150;30545647520;CIRUGIA DE CABEZA Y CUELLO;OSMISS-150;;4796-3400 INT. 606-609-115 WHATSAPP:114194-0077;Julio Argentino Roca 1811, Vicente López;Buenos Aires;FLORIDA;1461;Si;NO
HOSPITAL PRIVADO MODELO - PLAN 150;30545647520;CIRUGIA DE TORAX;OSMISS-150;;4796-3400 INT. 606-609-115 WHATSAPP:114194-0077;Julio Argentino Roca 1811, Vicente López;Buenos Aires;FLORIDA;1461;Si;NO
HOSPITAL PRIVADO MODELO - PLAN 150;30545647520;CIRUGIA GENERAL;OSMISS-150;;4796-3400 INT. 606-609-115 WHATSAPP:114194-0077;Julio Argentino Roca 1811, Vicente López;Buenos Aires;FLORIDA;1461;Si;NO
HOSPITAL PRIVADO MODELO - PLAN 150;30545647520;CIRUGIA LAPAROSCOPICA;OSMISS-150;;4796-3400 INT. 606-609-115 WHATSAPP:114194-0077;Julio Argentino Roca 1811, Vicente López;Buenos Aires;FLORIDA;1461;Si;NO
HOSPITAL PRIVADO MODELO - PLAN 150;30545647520;CLINICA MEDICA;OSMISS-150;;4796-3400 INT. 606-609-115 WHATSAPP:114194-0077;Julio Argentino Roca 1811, Vicente López;Buenos Aires;FLORIDA;1461;Si;NO
HOSPITAL PRIVADO MODELO - PLAN 150;30545647520;CLINICAS Y SANATORIOS DE INTERNACION;OSMISS-150;;4796-3400 INT. 606-609-115 WHATSAPP:114194-0077;Julio Argentino Roca 1811, Vicente López;Buenos Aires;FLORIDA;1461;Si;NO
HOSPITAL PRIVADO MODELO - PLAN 150;30545647520;DERMATOLOGIA;OSMISS-150;;4796-3400 INT. 606-609-115 WHATSAPP:114194-0077;Julio Argentino Roca 1811, Vicente López;Buenos Aires;FLORIDA;1461;Si;NO
HOSPITAL PRIVADO MODELO - PLAN 150;30545647520;DIAGNOSTICO POR IMAGENES;OSMISS-150;;4796-3400 INT. 606-609-115 WHATSAPP:114194-0077;Julio Argentino Roca 1811, Vicente López;Buenos Aires;FLORIDA;1461;Si;NO
HOSPITAL PRIVADO MODELO - PLAN 150;30545647520;ECOGRAFIA GENERAL;OSMISS-150;;4796-3400 INT. 606-609-115 WHATSAPP:114194-0077;Julio Argentino Roca 1811, Vicente López;Buenos Aires;FLORIDA;1461;Si;NO
HOSPITAL PRIVADO MODELO - PLAN 150;30545647520;ECOGRAFIA GINECOLOGICA;OSMISS-150;;4796-3400 INT. 606-609-115 WHATSAPP:114194-0077;Julio Argentino Roca 1811, Vicente López;Buenos Aires;FLORIDA;1461;Si;NO
HOSPITAL PRIVADO MODELO - PLAN 150;30545647520;ENDOCRINOLOGIA;OSMISS-150;;4796-3400 INT. 606-609-115 WHATSAPP:114194-0077;Julio Argentino Roca 1811, Vicente López;Buenos Aires;FLORIDA;1461;Si;NO
HOSPITAL PRIVADO MODELO - PLAN 150;30545647520;FLEBOLOGIA;OSMISS-150;;4796-3400 INT. 606-609-115 WHATSAPP:114194-0077;Julio Argentino Roca 1811, Vicente López;Buenos Aires;FLORIDA;1461;Si;NO
HOSPITAL PRIVADO MODELO - PLAN 150;30545647520;GASTROENTEROLOGIA;OSMISS-150;;4796-3400 INT. 606-609-115 WHATSAPP:114194-0077;Julio Argentino Roca 1811, Vicente López;Buenos Aires;FLORIDA;1461;Si;NO
HOSPITAL PRIVADO MODELO - PLAN 150;30545647520;GINECOLOGIA;OSMISS-150;;4796-3400 INT. 606-609-115 WHATSAPP:114194-0077;Julio Argentino Roca 1811, Vicente López;Buenos Aires;FLORIDA;1461;Si;NO
HOSPITAL PRIVADO MODELO - PLAN 150;30545647520;GUARDIA GENERAL;OSMISS-150;;4796-3400 INT. 606-609-115 WHATSAPP:114194-0077;Julio Argentino Roca 1811, Vicente López;Buenos Aires;FLORIDA;1461;Si;NO
HOSPITAL PRIVADO MODELO - PLAN 150;30545647520;GUARDIA OTORRINOLARINGOLOGIA;OSMISS-150;;4796-3400 INT. 606-609-115 WHATSAPP:114194-0077;Julio Argentino Roca 1811, Vicente López;Buenos Aires;FLORIDA;1461;Si;NO
HOSPITAL PRIVADO MODELO - PLAN 150;30545647520;GUARDIA PEDIATRICA;OSMISS-150;;4796-3400 INT. 606-609-115 WHATSAPP:114194-0077;Julio Argentino Roca 1811, Vicente López;Buenos Aires;FLORIDA;1461;Si;NO
HOSPITAL PRIVADO MODELO - PLAN 150;30545647520;GUARDIA TRAUMATOLOGICA;OSMISS-150;;4796-3400 INT. 606-609-115 WHATSAPP:114194-0077;Julio Argentino Roca 1811, Vicente López;Buenos Aires;FLORIDA;1461;Si;NO
HOSPITAL PRIVADO MODELO - PLAN 150;30545647520;HEMATOLOGIA;OSMISS-150;;4796-3400 INT. 606-609-115 WHATSAPP:114194-0077;Julio Argentino Roca 1811, Vicente López;Buenos Aires;FLORIDA;1461;Si;NO
HOSPITAL PRIVADO MODELO - PLAN 150;30545647520;INFECTOLOGIA;OSMISS-150;;4796-3400 INT. 606-609-115 WHATSAPP:114194-0077;Julio Argentino Roca 1811, Vicente López;Buenos Aires;FLORIDA;1461;Si;NO
HOSPITAL PRIVADO MODELO - PLAN 150;30545647520;KINESIOLOGIA;OSMISS-150;;4796-3400 INT. 606-609-115 WHATSAPP:114194-0077;Julio Argentino Roca 1811, Vicente López;Buenos Aires;FLORIDA;1461;Si;NO
HOSPITAL PRIVADO MODELO - PLAN 150;30545647520;LABORATORIO;OSMISS-150;;4796-3400 INT. 606-609-115 WHATSAPP:114194-0077;Julio Argentino Roca 1811, Vicente López;Buenos Aires;FLORIDA;1461;Si;NO
HOSPITAL PRIVADO MODELO - PLAN 150;30545647520;NEFROLOGIA;OSMISS-150;;4796-3400 INT. 606-609-115 WHATSAPP:114194-0077;Julio Argentino Roca 1811, Vicente López;Buenos Aires;FLORIDA;1461;Si;NO
HOSPITAL PRIVADO MODELO - PLAN 150;30545647520;NEUMONOLOGIA;OSMISS-150;;4796-3400 INT. 606-609-115 WHATSAPP:114194-0077;Julio Argentino Roca 1811, Vicente López;Buenos Aires;FLORIDA;1461;Si;NO
HOSPITAL PRIVADO MODELO - PLAN 150;30545647520;NEUROLOGIA;OSMISS-150;;4796-3400 INT. 606-609-115 WHATSAPP:114194-0077;Julio Argentino Roca 1811, Vicente López;Buenos Aires;FLORIDA;1461;Si;NO
HOSPITAL PRIVADO MODELO - PLAN 150;30545647520;NUTRICION;OSMISS-150;;4796-3400 INT. 606-609-115 WHATSAPP:114194-0077;Julio Argentino Roca 1811, Vicente López;Buenos Aires;FLORIDA;1461;Si;NO
HOSPITAL PRIVADO MODELO - PLAN 150;30545647520;OBSTETRICIA;OSMISS-150;;4796-3400 INT. 606-609-115 WHATSAPP:114194-0077;Julio Argentino Roca 1811, Vicente López;Buenos Aires;FLORIDA;1461;Si;NO
HOSPITAL PRIVADO MODELO - PLAN 150;30545647520;ODONTOPEDIATRIA;OSMISS-150;;4796-3400 INT. 606-609-115 WHATSAPP:114194-0077;Julio Argentino Roca 1811, Vicente López;Buenos Aires;FLORIDA;1461;Si;NO
HOSPITAL PRIVADO MODELO - PLAN 150;30545647520;OFTALMOLOGIA;OSMISS-150;;4796-3400 INT. 606-609-115 WHATSAPP:114194-0077;Julio Argentino Roca 1811, Vicente López;Buenos Aires;FLORIDA;1461;Si;NO
HOSPITAL PRIVADO MODELO - PLAN 150;30545647520;PATOLOGIA MAMARIA;OSMISS-150;;4796-3400 INT. 606-609-115 WHATSAPP:114194-0077;Julio Argentino Roca 1811, Vicente López;Buenos Aires;FLORIDA;1461;Si;NO
HOSPITAL PRIVADO MODELO - PLAN 150;30545647520;TRAUMATOLOGIA Y ORTOPEDIA;OSMISS-150;;4796-3400 INT. 606-609-115 WHATSAPP:114194-0077;Julio Argentino Roca 1811, Vicente López;Buenos Aires;FLORIDA;1461;Si;NO
HOSPITAL PRIVADO MODELO - PLAN 200;30545647520;ALERGIA E INMUNOLOGIA;OSMISS-200;hospimodelo@demo.com;4796-3400 INT. 606-609-115;Julio Argentino Roca 1811, Vicente López;Buenos Aires;FLORIDA;1461;Si;NO
